Name,Date,Absolute Category Rating - Fileset: Chopin x1,Absolute Category Rating - Fileset: Chopin x1,Absolute Category Rating - Fileset: Chopin x1,Absolute Category Rating - Fileset: Chopin x1,Absolute Category Rating - Fileset: Chopin x1,Absolute Category Rating - Fileset: Chopin x1,Absolute Category Rating - Fileset: Chopin x1,Absolute Category Rating - Fileset: Chopin x1,Absolute Category Rating - Fileset: Chopin x1,Degradation Category Rating - Fileset: Chopin_zestaw_bez_HR,Degradation Category Rating - Fileset: Chopin_zestaw_bez_HR,Degradation Category Rating - Fileset: Chopin_zestaw_bez_HR,Degradation Category Rating - Fileset: Chopin_zestaw_bez_HR,Degradation Category Rating - Fileset: Chopin_zestaw_bez_HR,Degradation Category Rating - Fileset: Chopin_zestaw_bez_HR,Degradation Category Rating - Fileset: Chopin_zestaw_bez_HR,Degradation Category Rating - Fileset: Chopin_zestaw_bez_HR,Degradation Category Rating - Fileset: Chopin_zestaw_bez_HR,MUSHRA - Fileset: Chopin MUSHRA 3,MUSHRA - Fileset: Chopin MUSHRA 3,MUSHRA - Fileset: Chopin MUSHRA 3,MUSHRA - Fileset: Chopin MUSHRA 3,MUSHRA - Fileset: Chopin MUSHRA 3,MUSHRA - Fileset: Chopin MUSHRA 3,MUSHRA - Fileset: Chopin MUSHRA 3,MUSHRA - Fileset: Chopin MUSHRA 3,MUSHRA - Fileset: Chopin MUSHRA 3,Comparison Category Rating - Fileset: Chopin_zestaw_bez_HR,Comparison Category Rating - Fileset: Chopin_zestaw_bez_HR,Comparison Category Rating - Fileset: Chopin_zestaw_bez_HR,Comparison Category Rating - Fileset: Chopin_zestaw_bez_HR,Comparison Category Rating - Fileset: Chopin_zestaw_bez_HR,Comparison Category Rating - Fileset: Chopin_zestaw_bez_HR,Comparison Category Rating - Fileset: Chopin_zestaw_bez_HR,Comparison Category Rating - Fileset: Chopin_zestaw_bez_HR,Comparison Category Rating - Fileset: Chopin_zestaw_bez_HR
Andrzej Tomala,"07/07/2022, 13:44:06",5.0,1.0,5.0,3.0,1.0,2.0,1.0,5.0,2.0,4.0,1.0,1.0,2.0,3.0,4.0,2.0,1.0,4.0,49.0,37.0,73.0,98.0,63.0,39.0,72.0,91.0,62.0,2.0,1.0,1.0,1.0,-1.0,-3.0,0.0,-3.0,0.0
Andrzej Tomala,"07/07/2022, 13:44:06",2.0,1.0,1.0,1.0,1.0,4.0,2.0,2.0,1.0,2.0,2.0,2.0,1.0,5.0,4.0,3.0,2.0,1.0,45.0,46.0,64.0,14.0,81.0,73.0,47.0,9.0,14.0,0.0,0.0,1.0,-2.0,1.0,1.0,2.0,-2.0,2.0
Andrzej Tomala,"07/07/2022, 13:44:06",4.0,4.0,1.0,5.0,4.0,3.0,4.0,4.0,3.0,5.0,1.0,1.0,2.0,2.0,1.0,2.0,3.0,4.0,61.0,72.0,59.0,35.0,54.0,9.0,12.0,41.0,12.0,-3.0,-3.0,-2.0,-2.0,-1.0,2.0,0.0,-1.0,1.0
Andrzej Tomala,"07/07/2022, 13:44:06",2.0,1.0,1.0,1.0,1.0,4.0,1.0,2.0,3.0,5.0,4.0,5.0,1.0,3.0,2.0,1.0,4.0,5.0,22.0,29.0,16.0,7.0,11.0,51.0,16.0,35.0,22.0,2.0,2.0,0.0,-3.0,-3.0,2.0,-3.0,2.0,-1.0
Andrzej Tomala,"07/07/2022, 13:44:06",1.0,5.0,3.0,1.0,1.0,2.0,4.0,5.0,4.0,3.0,2.0,5.0,3.0,4.0,2.0,5.0,4.0,1.0,4.0,3.0,22.0,99.0,71.0,91.0,22.0,19.0,32.0,3.0,2.0,1.0,-1.0,3.0,-1.0,-1.0,-2.0,3.0
Andrzej Tomala,"07/07/2022, 13:44:06",3.0,1.0,3.0,2.0,1.0,2.0,1.0,2.0,1.0,4.0,2.0,5.0,4.0,1.0,2.0,2.0,3.0,3.0,40.0,21.0,44.0,58.0,53.0,52.0,86.0,36.0,50.0,3.0,-1.0,0.0,3.0,-2.0,1.0,-3.0,0.0,3.0
Andrzej Tomala,"07/07/2022, 13:44:06",1.0,1.0,5.0,3.0,5.0,5.0,4.0,3.0,3.0,4.0,5.0,4.0,4.0,5.0,5.0,3.0,3.0,1.0,43.0,95.0,21.0,14.0,68.0,89.0,72.0,68.0,68.0,3.0,-3.0,0.0,-3.0,2.0,1.0,-3.0,-3.0,-2.0
Andrzej Tomala,"07/07/2022, 13:44:06",3.0,3.0,2.0,5.0,4.0,2.0,2.0,3.0,3.0,2.0,4.0,4.0,5.0,5.0,5.0,3.0,1.0,1.0,6.0,96.0,4.0,53.0,49.0,48.0,74.0,14.0,98.0,-2.0,2.0,2.0,-2.0,-1.0,-1.0,0.0,3.0,2.0
Andrzej Tomala,"07/07/2022, 13:44:06",5.0,2.0,1.0,2.0,3.0,5.0,5.0,4.0,4.0,3.0,1.0,5.0,5.0,1.0,2.0,5.0,1.0,1.0,77.0,9.0,23.0,38.0,73.0,56.0,8.0,69.0,13.0,2.0,-1.0,-1.0,-1.0,-3.0,0.0,2.0,-2.0,2.0
Andrzej Tomala,"07/07/2022, 13:44:06",3.0,4.0,2.0,1.0,2.0,3.0,5.0,1.0,1.0,4.0,2.0,5.0,1.0,4.0,2.0,1.0,4.0,5.0,58.0,96.0,32.0,48.0,46.0,81.0,65.0,98.0,44.0,3.0,-2.0,0.0,-3.0,-1.0,0.0,-2.0,3.0,-3.0
Andrzej Tomala,"07/07/2022, 13:44:06",5.0,1.0,3.0,5.0,5.0,2.0,1.0,3.0,5.0,5.0,5.0,1.0,4.0,2.0,3.0,1.0,1.0,4.0,51.0,39.0,42.0,80.0,52.0,44.0,86.0,44.0,96.0,2.0,1.0,0.0,0.0,1.0,1.0,1.0,-2.0,-1.0
Andrzej Tomala,"07/07/2022, 13:44:06",5.0,5.0,5.0,3.0,4.0,1.0,5.0,5.0,2.0,1.0,5.0,2.0,3.0,4.0,3.0,4.0,3.0,2.0,20.0,21.0,29.0,25.0,74.0,35.0,44.0,39.0,45.0,-1.0,1.0,-2.0,0.0,2.0,2.0,-2.0,0.0,-2.0
Andrzej Tomala,"07/07/2022, 13:44:06",3.0,3.0,3.0,3.0,2.0,5.0,4.0,3.0,1.0,2.0,5.0,2.0,4.0,3.0,1.0,5.0,4.0,1.0,19.0,15.0,99.0,18.0,62.0,85.0,2.0,49.0,97.0,-3.0,0.0,0.0,0.0,-1.0,3.0,1.0,2.0,-1.0
Andrzej Tomala,"07/07/2022, 13:44:06",5.0,1.0,3.0,2.0,1.0,1.0,5.0,3.0,1.0,1.0,3.0,3.0,1.0,3.0,2.0,2.0,3.0,4.0,36.0,91.0,97.0,95.0,43.0,39.0,3.0,81.0,35.0,-1.0,-2.0,-1.0,3.0,0.0,-2.0,0.0,0.0,1.0
Andrzej Tomala,"07/07/2022, 13:44:06",4.0,2.0,4.0,1.0,4.0,1.0,5.0,2.0,1.0,2.0,2.0,4.0,3.0,2.0,4.0,2.0,4.0,2.0,45.0,65.0,55.0,93.0,85.0,19.0,30.0,12.0,40.0,-3.0,1.0,-2.0,1.0,-2.0,3.0,-1.0,1.0,1.0
Andrzej Tomala,"07/07/2022, 13:44:06",3.0,5.0,3.0,4.0,4.0,1.0,3.0,1.0,3.0,5.0,3.0,2.0,4.0,4.0,4.0,4.0,4.0,2.0,89.0,19.0,63.0,2.0,51.0,96.0,90.0,91.0,84.0,2.0,-3.0,-3.0,-2.0,3.0,-2.0,-3.0,-3.0,1.0
Andrzej Tomala,"07/07/2022, 13:44:06",2.0,1.0,4.0,4.0,5.0,4.0,5.0,2.0,3.0,2.0,5.0,4.0,2.0,4.0,3.0,1.0,3.0,5.0,74.0,19.0,17.0,91.0,71.0,35.0,30.0,54.0,13.0,1.0,3.0,2.0,-1.0,-2.0,3.0,1.0,1.0,1.0
Andrzej Tomala,"07/07/2022, 13:44:06",1.0,1.0,3.0,1.0,4.0,4.0,1.0,1.0,4.0,5.0,1.0,1.0,2.0,4.0,4.0,3.0,2.0,5.0,31.0,31.0,71.0,17.0,52.0,51.0,36.0,51.0,35.0,-3.0,3.0,1.0,1.0,1.0,-2.0,-3.0,2.0,-3.0
Andrzej Tomala,"07/07/2022, 13:44:06",3.0,4.0,1.0,4.0,3.0,2.0,5.0,5.0,4.0,4.0,3.0,4.0,4.0,4.0,5.0,5.0,2.0,4.0,96.0,12.0,86.0,7.0,14.0,83.0,67.0,31.0,19.0,-2.0,1.0,2.0,-3.0,3.0,0.0,1.0,-1.0,1.0
Andrzej Tomala,"07/07/2022, 13:44:06",2.0,5.0,2.0,2.0,2.0,2.0,1.0,3.0,2.0,5.0,2.0,3.0,4.0,2.0,4.0,5.0,5.0,2.0,72.0,74.0,37.0,76.0,43.0,97.0,76.0,5.0,24.0,-2.0,-2.0,1.0,-1.0,1.0,3.0,1.0,-3.0,-1.0
Andrzej Tomala,"07/07/2022, 13:44:06",2.0,4.0,5.0,2.0,1.0,1.0,4.0,3.0,3.0,1.0,5.0,1.0,2.0,5.0,2.0,2.0,5.0,5.0,43.0,86.0,69.0,31.0,60.0,12.0,72.0,34.0,18.0,0.0,-1.0,0.0,3.0,2.0,-1.0,-1.0,-2.0,3.0
Andrzej Tomala,"07/07/2022, 13:44:06",5.0,5.0,5.0,3.0,1.0,4.0,5.0,4.0,5.0,5.0,4.0,3.0,1.0,3.0,4.0,3.0,2.0,4.0,8.0,90.0,29.0,9.0,61.0,14.0,95.0,5.0,18.0,2.0,0.0,-2.0,2.0,1.0,-2.0,-3.0,-3.0,-2.0
Andrzej Tomala,"07/07/2022, 13:44:06",4.0,5.0,4.0,3.0,2.0,4.0,3.0,1.0,2.0,5.0,2.0,5.0,4.0,3.0,3.0,2.0,5.0,3.0,4.0,91.0,71.0,49.0,4.0,29.0,15.0,85.0,79.0,0.0,0.0,3.0,-2.0,3.0,-3.0,2.0,3.0,3.0
Andrzej Tomala,"07/07/2022, 13:44:06",4.0,2.0,4.0,3.0,3.0,4.0,4.0,5.0,1.0,5.0,4.0,5.0,5.0,1.0,4.0,3.0,4.0,2.0,25.0,45.0,22.0,95.0,82.0,64.0,35.0,7.0,68.0,1.0,2.0,2.0,-3.0,-1.0,-2.0,-1.0,2.0,0.0
Andrzej Tomala,"07/07/2022, 13:44:06",3.0,3.0,4.0,3.0,2.0,3.0,4.0,5.0,3.0,1.0,2.0,3.0,3.0,4.0,1.0,4.0,5.0,3.0,71.0,8.0,79.0,62.0,19.0,12.0,9.0,98.0,59.0,-1.0,2.0,-2.0,-3.0,-1.0,-2.0,2.0,2.0,-3.0
Andrzej Tomala,"07/07/2022, 13:44:06",1.0,1.0,4.0,4.0,1.0,5.0,5.0,3.0,1.0,4.0,3.0,2.0,3.0,1.0,2.0,5.0,5.0,3.0,77.0,52.0,73.0,41.0,48.0,54.0,17.0,60.0,91.0,1.0,2.0,3.0,0.0,-2.0,-1.0,-1.0,-1.0,3.0
Andrzej Tomala,"07/07/2022, 13:44:06",5.0,1.0,1.0,4.0,3.0,1.0,5.0,1.0,1.0,3.0,4.0,4.0,4.0,3.0,3.0,5.0,3.0,2.0,63.0,7.0,45.0,19.0,5.0,100.0,13.0,80.0,89.0,-2.0,-2.0,-1.0,-1.0,3.0,-1.0,-1.0,-3.0,3.0
Andrzej Tomala,"07/07/2022, 13:44:06",2.0,3.0,1.0,1.0,2.0,2.0,2.0,2.0,1.0,5.0,2.0,1.0,4.0,5.0,4.0,2.0,3.0,1.0,41.0,40.0,7.0,89.0,100.0,46.0,44.0,75.0,73.0,1.0,2.0,-3.0,3.0,3.0,2.0,-2.0,-2.0,1.0
Andrzej Tomala,"07/07/2022, 13:44:06",1.0,2.0,1.0,1.0,2.0,4.0,4.0,1.0,2.0,1.0,2.0,2.0,1.0,4.0,3.0,1.0,3.0,2.0,12.0,42.0,22.0,42.0,35.0,41.0,80.0,65.0,51.0,1.0,-2.0,2.0,-3.0,-1.0,1.0,-1.0,-2.0,3.0
Andrzej Tomala,"07/07/2022, 13:44:06",2.0,1.0,4.0,3.0,3.0,5.0,1.0,5.0,1.0,1.0,5.0,5.0,4.0,5.0,4.0,4.0,3.0,3.0,54.0,59.0,37.0,74.0,5.0,16.0,39.0,5.0,36.0,2.0,-1.0,0.0,1.0,-2.0,3.0,0.0,3.0,3.0
Andrzej Tomala,"07/07/2022, 13:44:06",1.0,2.0,2.0,2.0,2.0,3.0,1.0,1.0,2.0,1.0,5.0,4.0,5.0,1.0,4.0,4.0,5.0,2.0,89.0,78.0,85.0,25.0,28.0,20.0,75.0,49.0,82.0,-3.0,-2.0,3.0,-3.0,-1.0,-1.0,0.0,0.0,-3.0
Andrzej Tomala,"07/07/2022, 13:44:06",4.0,1.0,4.0,2.0,4.0,3.0,5.0,3.0,2.0,5.0,5.0,5.0,4.0,3.0,2.0,1.0,3.0,4.0,28.0,82.0,64.0,18.0,20.0,49.0,6.0,50.0,29.0,-3.0,1.0,-1.0,3.0,-3.0,-1.0,-3.0,-2.0,-3.0
Andrzej Tomala,"07/07/2022, 13:44:06",2.0,2.0,2.0,4.0,1.0,4.0,5.0,3.0,4.0,4.0,4.0,5.0,5.0,4.0,2.0,2.0,3.0,2.0,54.0,55.0,33.0,10.0,100.0,20.0,16.0,95.0,69.0,-2.0,-3.0,-1.0,3.0,2.0,-3.0,0.0,-1.0,-3.0
Andrzej Tomala,"07/07/2022, 13:44:06",1.0,2.0,3.0,3.0,1.0,2.0,2.0,3.0,3.0,4.0,4.0,2.0,3.0,5.0,1.0,4.0,1.0,5.0,26.0,55.0,14.0,5.0,50.0,45.0,35.0,65.0,71.0,-1.0,-3.0,1.0,3.0,-1.0,0.0,-1.0,-1.0,1.0
Andrzej Tomala,"07/07/2022, 13:44:06",1.0,3.0,4.0,2.0,2.0,3.0,3.0,5.0,1.0,3.0,2.0,2.0,2.0,5.0,5.0,3.0,2.0,5.0,87.0,10.0,48.0,94.0,74.0,32.0,1.0,28.0,63.0,0.0,-2.0,0.0,3.0,2.0,-1.0,0.0,1.0,0.0
Andrzej Tomala,"07/07/2022, 13:44:06",4.0,2.0,3.0,5.0,5.0,4.0,5.0,2.0,5.0,2.0,2.0,1.0,1.0,1.0,5.0,2.0,5.0,2.0,89.0,2.0,20.0,7.0,65.0,39.0,89.0,52.0,75.0,-3.0,2.0,3.0,-3.0,3.0,2.0,-3.0,-1.0,0.0
Andrzej Tomala,"07/07/2022, 13:44:06",4.0,5.0,3.0,2.0,1.0,1.0,3.0,5.0,2.0,3.0,4.0,3.0,4.0,1.0,4.0,4.0,5.0,4.0,62.0,84.0,100.0,66.0,5.0,73.0,5.0,76.0,28.0,2.0,-2.0,2.0,3.0,-3.0,-1.0,-2.0,2.0,1.0
Andrzej Tomala,"07/07/2022, 13:44:06",5.0,4.0,5.0,3.0,5.0,3.0,1.0,5.0,5.0,3.0,5.0,2.0,5.0,5.0,1.0,3.0,3.0,1.0,78.0,42.0,82.0,34.0,39.0,15.0,43.0,61.0,48.0,1.0,-3.0,0.0,0.0,-1.0,3.0,0.0,-3.0,0.0
Andrzej Tomala,"07/07/2022, 13:44:06",1.0,2.0,2.0,3.0,1.0,2.0,4.0,4.0,2.0,5.0,2.0,5.0,2.0,5.0,4.0,2.0,2.0,1.0,96.0,72.0,58.0,10.0,1.0,16.0,38.0,55.0,91.0,1.0,3.0,0.0,-2.0,3.0,-3.0,-1.0,0.0,3.0
Andrzej Tomala,"07/07/2022, 13:44:06",1.0,5.0,3.0,2.0,3.0,3.0,3.0,2.0,4.0,4.0,1.0,4.0,2.0,3.0,1.0,1.0,5.0,1.0,98.0,21.0,47.0,41.0,7.0,89.0,95.0,74.0,48.0,3.0,-3.0,-3.0,0.0,0.0,3.0,2.0,1.0,-2.0
Andrzej Tomala,"07/07/2022, 13:44:06",4.0,2.0,3.0,4.0,5.0,4.0,2.0,4.0,2.0,2.0,4.0,1.0,4.0,2.0,5.0,2.0,1.0,4.0,4.0,50.0,15.0,77.0,53.0,15.0,60.0,20.0,28.0,1.0,3.0,3.0,-1.0,-3.0,-2.0,-2.0,0.0,3.0
Andrzej Tomala,"07/07/2022, 13:44:06",5.0,4.0,5.0,4.0,2.0,5.0,4.0,3.0,3.0,3.0,1.0,4.0,4.0,5.0,5.0,5.0,2.0,5.0,34.0,14.0,37.0,61.0,4.0,16.0,10.0,28.0,66.0,1.0,1.0,0.0,-3.0,-3.0,3.0,-3.0,1.0,0.0
Andrzej Tomala,"07/07/2022, 13:44:06",3.0,5.0,1.0,1.0,5.0,2.0,4.0,4.0,1.0,5.0,5.0,2.0,4.0,3.0,4.0,3.0,4.0,3.0,5.0,25.0,20.0,54.0,91.0,19.0,92.0,93.0,2.0,2.0,0.0,0.0,-3.0,3.0,2.0,0.0,-1.0,-3.0
Andrzej Tomala,"07/07/2022, 13:44:06",5.0,3.0,2.0,4.0,1.0,3.0,2.0,3.0,3.0,3.0,5.0,2.0,1.0,1.0,4.0,4.0,3.0,1.0,3.0,3.0,37.0,67.0,82.0,75.0,85.0,97.0,19.0,-2.0,-3.0,-2.0,-1.0,3.0,2.0,0.0,2.0,-2.0
Andrzej Tomala,"07/07/2022, 13:44:06",2.0,5.0,4.0,1.0,1.0,3.0,2.0,1.0,3.0,3.0,4.0,2.0,1.0,2.0,2.0,1.0,4.0,3.0,94.0,92.0,60.0,31.0,26.0,1.0,61.0,54.0,95.0,3.0,3.0,1.0,-3.0,-1.0,3.0,-1.0,-1.0,3.0
Andrzej Tomala,"07/07/2022, 13:44:06",3.0,1.0,2.0,1.0,3.0,2.0,2.0,3.0,4.0,3.0,5.0,5.0,3.0,1.0,4.0,4.0,4.0,5.0,30.0,98.0,91.0,29.0,43.0,60.0,58.0,14.0,63.0,2.0,-2.0,3.0,-2.0,1.0,0.0,-3.0,1.0,3.0
Andrzej Tomala,"07/07/2022, 13:44:06",5.0,4.0,4.0,2.0,4.0,5.0,4.0,5.0,5.0,1.0,2.0,2.0,1.0,2.0,2.0,1.0,5.0,4.0,83.0,22.0,64.0,66.0,69.0,9.0,77.0,72.0,32.0,3.0,-3.0,-3.0,1.0,-3.0,-2.0,0.0,2.0,1.0
Andrzej Tomala,"07/07/2022, 13:44:06",2.0,5.0,2.0,3.0,5.0,1.0,1.0,2.0,4.0,5.0,3.0,4.0,3.0,5.0,4.0,4.0,4.0,1.0,86.0,25.0,92.0,38.0,79.0,52.0,90.0,51.0,67.0,0.0,-2.0,0.0,0.0,2.0,0.0,3.0,-1.0,-1.0
Andrzej Tomala,"07/07/2022, 13:44:06",4.0,3.0,3.0,2.0,1.0,2.0,3.0,1.0,5.0,1.0,2.0,2.0,2.0,4.0,1.0,4.0,1.0,1.0,26.0,48.0,33.0,30.0,94.0,30.0,36.0,93.0,86.0,3.0,-1.0,-1.0,2.0,2.0,0.0,-1.0,1.0,1.0
Andrzej Tomala,"07/07/2022, 13:44:06",2.0,2.0,4.0,2.0,2.0,3.0,4.0,2.0,2.0,1.0,4.0,2.0,1.0,4.0,1.0,4.0,3.0,1.0,33.0,1.0,34.0,24.0,48.0,13.0,10.0,59.0,95.0,3.0,-2.0,3.0,3.0,-3.0,0.0,2.0,1.0,-2.0
Andrzej Tomala,"07/07/2022, 13:44:06",5.0,5.0,5.0,5.0,5.0,4.0,3.0,4.0,3.0,4.0,4.0,2.0,1.0,1.0,4.0,3.0,4.0,3.0,8.0,81.0,59.0,19.0,71.0,57.0,51.0,11.0,60.0,1.0,-2.0,-3.0,0.0,-3.0,2.0,-2.0,-2.0,-1.0
Andrzej Tomala,"07/07/2022, 13:44:06",2.0,2.0,5.0,1.0,4.0,4.0,2.0,5.0,4.0,1.0,5.0,2.0,4.0,1.0,3.0,4.0,3.0,5.0,74.0,97.0,82.0,41.0,30.0,98.0,40.0,2.0,16.0,0.0,1.0,1.0,3.0,0.0,3.0,3.0,1.0,-3.0
Andrzej Tomala,"07/07/2022, 13:44:06",1.0,5.0,2.0,2.0,3.0,4.0,5.0,1.0,4.0,1.0,3.0,4.0,1.0,1.0,1.0,2.0,5.0,2.0,31.0,33.0,6.0,13.0,2.0,90.0,38.0,99.0,88.0,3.0,2.0,-2.0,-2.0,2.0,1.0,-1.0,3.0,2.0
Andrzej Tomala,"07/07/2022, 13:44:06",3.0,4.0,1.0,2.0,2.0,4.0,2.0,5.0,3.0,2.0,1.0,3.0,1.0,4.0,1.0,1.0,4.0,4.0,59.0,84.0,94.0,63.0,95.0,30.0,25.0,89.0,79.0,3.0,-3.0,-3.0,1.0,-2.0,-1.0,2.0,0.0,-3.0
Andrzej Tomala,"07/07/2022, 13:44:06",2.0,4.0,3.0,5.0,4.0,1.0,5.0,5.0,3.0,3.0,1.0,2.0,3.0,3.0,5.0,5.0,3.0,2.0,33.0,29.0,69.0,45.0,97.0,33.0,54.0,51.0,6.0,0.0,1.0,-2.0,-1.0,-1.0,-3.0,1.0,-1.0,3.0
Andrzej Tomala,"07/07/2022, 13:44:06",2.0,1.0,4.0,3.0,4.0,2.0,2.0,5.0,3.0,5.0,3.0,3.0,5.0,5.0,4.0,1.0,4.0,1.0,85.0,82.0,26.0,41.0,25.0,7.0,50.0,37.0,41.0,2.0,2.0,2.0,-1.0,2.0,-1.0,3.0,-1.0,3.0
Andrzej Tomala,"07/07/2022, 13:44:06",1.0,2.0,3.0,3.0,1.0,5.0,5.0,4.0,3.0,2.0,1.0,4.0,3.0,2.0,5.0,5.0,2.0,1.0,50.0,89.0,61.0,12.0,97.0,86.0,94.0,46.0,21.0,0.0,3.0,1.0,0.0,-1.0,-1.0,-1.0,0.0,-2.0
Andrzej Tomala,"07/07/2022, 13:44:06",5.0,4.0,2.0,3.0,4.0,2.0,3.0,1.0,5.0,5.0,3.0,4.0,3.0,4.0,2.0,1.0,5.0,3.0,61.0,3.0,86.0,79.0,94.0,4.0,13.0,63.0,16.0,-3.0,-3.0,0.0,0.0,0.0,0.0,3.0,2.0,0.0
Andrzej Tomala,"07/07/2022, 13:44:06",1.0,1.0,5.0,3.0,4.0,1.0,4.0,2.0,4.0,5.0,3.0,5.0,3.0,5.0,2.0,1.0,3.0,4.0,17.0,2.0,8.0,32.0,20.0,23.0,25.0,52.0,99.0,3.0,3.0,2.0,2.0,2.0,0.0,-1.0,0.0,-2.0
Andrzej Tomala,"07/07/2022, 13:44:06",3.0,1.0,5.0,4.0,1.0,1.0,1.0,5.0,2.0,3.0,2.0,5.0,1.0,1.0,5.0,4.0,3.0,3.0,35.0,9.0,61.0,63.0,83.0,23.0,81.0,20.0,36.0,1.0,3.0,-1.0,1.0,0.0,-1.0,-2.0,2.0,0.0
Andrzej Tomala,"07/07/2022, 13:44:06",4.0,4.0,5.0,1.0,3.0,1.0,5.0,2.0,5.0,3.0,3.0,5.0,2.0,5.0,4.0,3.0,4.0,2.0,47.0,60.0,82.0,8.0,93.0,95.0,31.0,77.0,69.0,-1.0,-3.0,-3.0,-2.0,0.0,2.0,-2.0,2.0,-2.0
Andrzej Tomala,"07/07/2022, 13:44:06",5.0,4.0,4.0,3.0,2.0,2.0,2.0,1.0,1.0,1.0,2.0,3.0,4.0,4.0,2.0,2.0,3.0,5.0,85.0,57.0,62.0,86.0,5.0,43.0,14.0,30.0,12.0,1.0,-2.0,3.0,0.0,2.0,2.0,1.0,-1.0,3.0
Andrzej Tomala,"07/07/2022, 13:44:06",2.0,4.0,4.0,4.0,2.0,1.0,2.0,4.0,5.0,4.0,5.0,5.0,5.0,4.0,5.0,1.0,5.0,2.0,28.0,42.0,15.0,18.0,76.0,65.0,14.0,35.0,34.0,-3.0,-3.0,-2.0,3.0,3.0,1.0,-3.0,1.0,-2.0
Andrzej Tomala,"07/07/2022, 13:44:06",4.0,1.0,2.0,1.0,5.0,3.0,1.0,4.0,5.0,5.0,1.0,5.0,4.0,1.0,1.0,2.0,5.0,3.0,59.0,10.0,61.0,99.0,55.0,10.0,49.0,27.0,95.0,3.0,3.0,-3.0,3.0,0.0,-3.0,0.0,-3.0,0.0
Andrzej Tomala,"07/07/2022, 13:44:06",4.0,3.0,1.0,3.0,4.0,2.0,4.0,4.0,4.0,1.0,5.0,2.0,1.0,4.0,5.0,4.0,5.0,2.0,9.0,46.0,85.0,31.0,16.0,19.0,91.0,23.0,29.0,1.0,-1.0,0.0,-1.0,-3.0,-3.0,-3.0,1.0,3.0
Andrzej Tomala,"07/07/2022, 13:44:06",4.0,3.0,4.0,1.0,3.0,1.0,1.0,1.0,3.0,3.0,2.0,1.0,4.0,2.0,1.0,1.0,1.0,2.0,72.0,5.0,90.0,30.0,67.0,36.0,80.0,1.0,77.0,-2.0,-2.0,2.0,-3.0,0.0,-3.0,1.0,3.0,1.0
Andrzej Tomala,"07/07/2022, 13:44:06",1.0,1.0,5.0,3.0,1.0,4.0,1.0,5.0,3.0,3.0,2.0,2.0,2.0,1.0,2.0,1.0,4.0,1.0,83.0,50.0,87.0,75.0,68.0,20.0,93.0,31.0,36.0,2.0,2.0,3.0,1.0,0.0,0.0,-1.0,-3.0,1.0
Andrzej Tomala,"07/07/2022, 13:44:06",2.0,2.0,2.0,4.0,4.0,5.0,3.0,3.0,4.0,2.0,1.0,1.0,1.0,4.0,1.0,1.0,5.0,4.0,28.0,79.0,54.0,75.0,6.0,30.0,51.0,98.0,17.0,0.0,1.0,-2.0,-3.0,3.0,0.0,0.0,1.0,3.0
Andrzej Tomala,"07/07/2022, 13:44:06",3.0,4.0,4.0,2.0,5.0,2.0,5.0,4.0,5.0,5.0,1.0,4.0,2.0,4.0,4.0,1.0,3.0,1.0,60.0,94.0,4.0,56.0,37.0,92.0,20.0,40.0,17.0,0.0,0.0,0.0,-3.0,1.0,-1.0,-2.0,-1.0,-3.0
Andrzej Tomala,"07/07/2022, 13:44:06",4.0,1.0,3.0,3.0,5.0,5.0,1.0,3.0,2.0,2.0,4.0,3.0,5.0,5.0,2.0,1.0,1.0,2.0,22.0,86.0,47.0,40.0,29.0,39.0,72.0,90.0,9.0,2.0,-2.0,-1.0,3.0,2.0,3.0,1.0,-1.0,-3.0
Andrzej Tomala,"07/07/2022, 13:44:06",5.0,3.0,3.0,3.0,3.0,3.0,5.0,1.0,5.0,4.0,1.0,1.0,3.0,1.0,2.0,3.0,2.0,3.0,77.0,53.0,40.0,49.0,33.0,83.0,94.0,45.0,45.0,-2.0,3.0,-2.0,-3.0,-2.0,-3.0,1.0,2.0,-1.0
Andrzej Tomala,"07/07/2022, 13:44:06",1.0,5.0,2.0,4.0,1.0,2.0,3.0,4.0,2.0,2.0,2.0,2.0,1.0,1.0,5.0,5.0,5.0,1.0,58.0,69.0,52.0,93.0,47.0,57.0,68.0,84.0,20.0,3.0,3.0,-2.0,1.0,1.0,-2.0,-2.0,-2.0,0.0
Andrzej Tomala,"07/07/2022, 13:44:06",3.0,4.0,5.0,2.0,5.0,4.0,4.0,3.0,3.0,4.0,3.0,4.0,4.0,3.0,5.0,3.0,2.0,4.0,14.0,76.0,53.0,32.0,65.0,43.0,83.0,4.0,67.0,0.0,1.0,-1.0,-1.0,-3.0,-2.0,3.0,2.0,0.0
Andrzej Tomala,"07/07/2022, 13:44:06",2.0,4.0,1.0,4.0,1.0,4.0,2.0,2.0,1.0,2.0,5.0,4.0,2.0,5.0,1.0,4.0,5.0,1.0,8.0,31.0,38.0,74.0,11.0,45.0,51.0,54.0,26.0,1.0,1.0,-1.0,-2.0,1.0,0.0,-2.0,3.0,2.0
Andrzej Tomala,"07/07/2022, 13:44:06",4.0,1.0,2.0,1.0,1.0,2.0,5.0,1.0,4.0,4.0,2.0,3.0,4.0,1.0,2.0,5.0,3.0,4.0,46.0,69.0,32.0,96.0,46.0,36.0,81.0,18.0,11.0,-1.0,1.0,-3.0,0.0,3.0,1.0,2.0,-1.0,-2.0
